gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group E,some high school,standard,completed,67,71,68
female,group E,associate's degree,standard,none,72,88,87
female,group D,some college,standard,completed,70,71,74
male,group B,some high school,standard,none,84,68,64
female,group D,some college,free/reduced,none,62,73,71
female,group C,some high school,standard,none,73,88,81
male,group E,some high school,free/reduced,none,69,57,49
male,group B,master's degree,standard,none,96,83,79
female,group B,some high school,standard,none,66,74,67
female,group C,associate's degree,standard,none,69,83,81
male,group A,associate's degree,standard,completed,79,69,74
male,group B,bachelor's degree,free/reduced,completed,70,66,71
male,group D,associate's degree,standard,completed,91,82,88
female,group C,some high school,free/reduced,completed,45,64,64
female,group C,high school,standard,none,53,62,59
female,group C,master's degree,standard,completed,87,82,92
male,group B,some college,standard,none,71,70,63
male,group C,bachelor's degree,standard,completed,70,70,68
female,group E,some college,standard,none,38,40,45
male,group D,some college,standard,none,86,78,82
male,group B,associate's degree,standard,none,74,68,70
female,group E,some college,standard,none,89,90,89
male,group D,bachelor's degree,standard,none,94,88,88
female,group C,associate's degree,free/reduced,none,60,75,71
male,group C,master's degree,standard,completed,81,71,76
female,group C,associate's degree,standard,none,62,62,65
male,group A,high school,standard,none,60,60,54
male,group E,some college,standard,completed,94,84,87
male,group E,associate's degree,standard,completed,88,77,77
female,group D,high school,standard,completed,53,70,71
male,group C,associate's degree,free/reduced,none,76,64,66
female,group D,bachelor's degree,standard,none,78,76,81
female,group E,high school,standard,none,83,82,86
female,group C,some high school,standard,none,43,62,61
male,group C,associate's degree,standard,none,71,67,67
male,group D,high school,standard,none,75,58,61
female,group D,some high school,free/reduced,completed,40,55,51
male,group D,associate's degree,standard,none,72,65,64
female,group D,some high school,standard,none,63,71,71
female,group E,some college,standard,none,74,82,81
female,group C,some college,standard,completed,61,74,72
female,group C,bachelor's degree,standard,none,81,94,91
male,group B,some college,standard,none,71,58,64
female,group B,some college,standard,none,74,89,85
female,group A,bachelor's degree,standard,none,71,81,77
female,group A,associate's degree,standard,completed,67,80,78
female,group C,associate's degree,standard,none,66,72,76
male,group B,some college,free/reduced,completed,46,45,42
female,group D,some college,standard,none,51,54,56
female,group A,bachelor's degree,free/reduced,completed,81,77,83
male,group D,master's degree,standard,none,72,77,75
female,group E,some high school,free/reduced,none,68,76,70
male,group C,some high school,standard,none,84,74,62
male,group D,some high school,standard,completed,77,79,78
female,group D,master's degree,standard,none,85,84,89
male,group D,some high school,free/reduced,none,47,51,48
male,group B,master's degree,free/reduced,none,73,74,70
male,group B,high school,standard,none,69,69,60
female,group B,high school,standard,none,53,56,63
male,group C,some high school,standard,completed,77,72,77
female,group C,associate's degree,standard,none,63,85,81
male,group E,some high school,free/reduced,completed,80,80,81
male,group C,bachelor's degree,free/reduced,none,75,71,69
female,group B,master's degree,free/reduced,none,56,65,64
female,group B,high school,standard,none,55,70,66
female,group B,some college,standard,completed,78,90,92
male,group B,some college,standard,none,77,65,63
male,group B,associate's degree,standard,none,63,52,51
male,group E,bachelor's degree,standard,none,81,65,65
male,group C,high school,standard,none,74,70,66
male,group C,some college,free/reduced,completed,52,57,54
male,group E,high school,standard,none,86,72,67
female,group D,associate's degree,standard,none,77,79,87
female,group D,some college,standard,none,89,98,91
male,group D,bachelor's degree,free/reduced,none,73,78,72
male,group D,some college,standard,completed,69,75,69
male,group C,bachelor's degree,free/reduced,none,70,64,63
female,group C,some college,standard,completed,69,84,86
female,group A,bachelor's degree,free/reduced,none,85,86,82
female,group C,some high school,standard,none,60,67,65
male,group A,some college,standard,completed,82,83,83
male,group B,some college,standard,none,28,15,21
female,group D,some college,free/reduced,completed,70,77,80
male,group C,high school,free/reduced,none,41,36,38
male,group D,some college,standard,none,49,58,62
male,group C,some high school,standard,none,77,74,66
male,group C,bachelor's degree,free/reduced,none,40,46,35
female,group B,some high school,free/reduced,none,68,79,71
male,group D,bachelor's degree,standard,none,87,87,80
female,group D,associate's degree,free/reduced,completed,56,70,72
female,group C,high school,free/reduced,completed,34,53,52
female,group E,some college,free/reduced,completed,100,100,99
female,group D,associate's degree,standard,none,62,72,68
female,group D,some college,standard,none,71,84,80
female,group D,high school,free/reduced,none,43,61,58
female,group C,high school,standard,completed,60,77,75
female,group D,some college,standard,completed,67,79,79
male,group D,bachelor's degree,standard,none,76,88,85
female,group C,associate's degree,free/reduced,completed,73,96,94
female,group E,high school,standard,completed,83,90,87
female,group D,some college,free/reduced,none,64,75,68
female,group B,high school,standard,completed,56,59,63
female,group C,bachelor's degree,standard,none,65,77,77
male,group D,high school,free/reduced,completed,66,69,70
female,group D,associate's degree,standard,completed,83,84,91
female,group B,some high school,standard,none,64,73,76
female,group C,associate's degree,free/reduced,none,33,47,43
female,group B,high school,free/reduced,completed,35,59,59
female,group C,associate's degree,free/reduced,completed,67,74,82
male,group C,bachelor's degree,free/reduced,none,50,47,45
female,group D,some high school,standard,none,60,74,77
male,group A,associate's degree,free/reduced,none,45,55,52
male,group D,some college,standard,none,71,60,57
female,group B,some high school,free/reduced,none,48,58,53
male,group C,high school,standard,completed,68,60,61
female,group B,some high school,standard,completed,39,46,53
male,group D,some high school,free/reduced,none,60,51,49
female,group A,high school,standard,completed,72,79,76
male,group D,some high school,free/reduced,none,51,49,49
male,group B,associate's degree,standard,none,94,91,81
female,group C,master's degree,standard,completed,77,89,91
male,group C,associate's degree,free/reduced,none,44,43,39
female,group B,master's degree,standard,none,96,100,100
female,group C,some high school,standard,completed,83,91,90
female,group B,associate's degree,free/reduced,none,39,58,52
male,group C,some college,standard,none,77,67,65
male,group B,some college,free/reduced,none,66,45,55
female,group C,high school,free/reduced,completed,37,50,52
male,group C,some high school,free/reduced,completed,65,76,64
male,group E,some college,free/reduced,none,64,69,60
male,group E,bachelor's degree,standard,none,61,56,55
male,group B,some college,standard,completed,72,66,69
female,group D,some college,standard,completed,63,69,69
female,group D,high school,standard,none,45,52,57
male,group C,high school,free/reduced,none,66,60,49
female,group C,master's degree,free/reduced,completed,76,78,84
female,group D,master's degree,standard,none,42,56,54
female,group E,bachelor's degree,standard,none,83,85,91
male,group B,some college,standard,none,63,64,58
male,group C,high school,standard,none,63,54,53
female,group E,associate's degree,free/reduced,completed,80,79,84
male,group D,high school,standard,none,63,59,58
female,group C,bachelor's degree,standard,none,87,90,89
male,group E,master's degree,standard,none,85,79,75
male,group B,some college,standard,completed,86,86,86
male,group C,associate's degree,free/reduced,none,63,61,57
male,group D,some high school,free/reduced,completed,52,55,55
male,group D,some college,standard,none,83,82,79
male,group C,high school,standard,none,58,51,56
male,group D,associate's degree,standard,none,81,68,66
male,group A,some college,standard,completed,95,96,91
male,group A,associate's degree,standard,none,63,56,56
female,group D,bachelor's degree,standard,none,99,97,100
male,group E,bachelor's degree,standard,completed,100,100,100
male,group C,associate's degree,standard,none,52,46,42
female,group D,associate's degree,standard,none,82,83,83
male,group D,high school,standard,none,63,64,56
female,group D,associate's degree,standard,none,67,73,76
